1	859.0
2	670.0
3	654.0
4	643.0
5	732.0
6	801.0
7	712.0
8	515.0
9	555.0
10	1035.0
11	1075.0
12	1164.0
13	882.0
14	846.0
15	896.0
16	995.0
17	858.0
18	900.0
19	798.0
20	1082.0
21	606.0
22	787.0
23	745.0
24	829.0
25	665.0
26	540.0
27	780.0
28	735.0
29	805.0
30	847.0
31	896.0
32	1191.0
33	1007.0
34	999.0
35	1023.0
36	1076.0
37	725.0
38	758.0
39	1127.0
40	706.0
41	769.0
42	742.0
43	825.0
44	776.0
45	822.0
46	765.0
47	899.0
48	924.0
49	699.0
50	748.0
51	860.0
52	930.0
53	817.0
54	812.0
55	891.0
56	1004.0
57	819.0
58	834.0
59	992.0
60	695.0
61	1167.0
62	574.0
63	632.0
64	690.0
65	727.0
66	690.0
67	732.0
68	647.0
69	765.0
70	698.0
71	798.0
72	966.0
73	893.0
74	825.0
75	914.0
76	940.0
77	891.0
78	695.0
79	758.0
80	737.0
81	1346.0
82	729.0
83	678.0
84	747.0
85	854.0
86	753.0
87	735.0
88	811.0
89	776.0
90	746.0
91	773.0
92	830.0
93	780.0
94	912.0
95	937.0
96	801.0
97	749.0
98	1008.0
99	833.0
100	861.0
101	921.0
102	877.0
103	633.0
104	513.0
105	542.0
106	670.0
107	637.0
108	706.0
109	643.0
110	677.0
111	906.0
112	1132.0
113	929.0
114	1039.0
115	652.0
116	823.0
117	784.0
118	704.0
119	999.0
120	932.0
121	1139.0
122	943.0
123	906.0
124	881.0
125	778.0
126	946.0
127	599.0
128	538.0
129	568.0
130	674.0
131	732.0
132	643.0
133	822.0
134	553.0
135	587.0
136	472.0
137	699.0
138	580.0
139	501.0
140	767.0
141	868.0
142	977.0
143	800.0
144	713.0
145	767.0
146	797.0
147	734.0
148	614.0
149	859.0
150	718.0
151	836.0
152	769.0
153	806.0
154	619.0
155	710.0
156	711.0
157	750.0
158	886.0
159	743.0
160	740.0
161	831.0
162	875.0
163	887.0
164	724.0
165	809.0
166	747.0
167	963.0
168	768.0
169	847.0
170	769.0
171	875.0
172	1032.0
173	727.0
174	967.0
175	875.0
176	917.0
177	1014.0
178	835.0
179	660.0
180	712.0
181	883.0
182	827.0
183	1001.0
184	887.0
185	885.0
186	937.0
187	1125.0
188	786.0
189	984.0
190	903.0
191	1068.0
192	1050.0
193	675.0
194	690.0
195	591.0
196	760.0
197	697.0
198	742.0
199	709.0
200	1006.0
201	635.0
202	762.0
203	430.0
204	649.0
205	765.0
206	682.0
207	551.0
208	651.0
209	553.0
210	769.0
211	801.0
212	563.0
213	771.0
214	657.0
215	557.0
216	595.0
217	788.0
218	654.0
219	898.0
220	678.0
221	756.0
222	661.0
223	656.0
224	804.0
225	610.0
226	673.0
227	717.0
228	654.0
229	674.0
230	786.0
231	683.0
232	654.0
233	797.0
234	937.0
235	644.0
236	665.0
237	755.0
238	714.0
239	810.0
240	759.0
241	751.0
242	815.0
243	760.0
244	699.0
245	770.0
246	771.0
247	722.0
248	662.0
249	768.0
250	663.0
251	766.0
252	733.0
253	418.0
254	646.0
255	755.0
256	700.0
257	835.0
258	741.0
259	730.0
260	651.0
261	740.0
262	664.0
263	763.0
264	906.0
265	713.0
266	728.0
267	703.0
268	743.0
269	804.0
270	811.0
271	733.0
272	775.0
273	701.0
274	818.0
275	766.0
276	704.0
277	585.0
278	680.0
279	704.0
280	744.0
281	665.0
282	754.0
283	887.0
284	820.0
285	715.0
286	780.0
287	816.0
288	648.0
289	688.0
290	583.0
291	1022.0
292	879.0
293	633.0
294	712.0
295	706.0
296	719.0
297	1080.0
298	1071.0
299	951.0
300	884.0
301	911.0
302	1381.0
303	768.0
304	843.0
305	916.0
306	950.0
307	1083.0
308	1091.0
309	1130.0
310	1059.0
311	617.0
312	852.0
313	581.0
314	584.0
315	605.0
316	698.0
317	647.0
318	873.0
319	850.0
320	814.0
321	933.0
322	757.0
323	894.0
324	647.0
325	1064.0
326	887.0
327	644.0
328	918.0
329	742.0
330	912.0
331	735.0
332	673.0
333	656.0
334	685.0
335	778.0
336	721.0
337	696.0
338	759.0
339	736.0
340	727.0
341	723.0
342	804.0
343	720.0
344	870.0
345	804.0
346	1025.0
347	1011.0
348	543.0
349	779.0
350	904.0
351	791.0
352	1015.0
353	783.0
354	620.0
355	599.0
356	664.0
357	643.0
358	671.0
359	866.0
360	783.0
361	845.0
362	765.0
363	732.0
364	764.0
365	644.0
366	892.0
367	675.0
368	627.0
369	748.0
370	747.0
371	815.0
372	886.0
373	553.0
374	833.0
375	659.0
376	669.0
377	670.0
378	1055.0
379	883.0
380	923.0
381	852.0
382	831.0
383	868.0
384	660.0
385	749.0
386	884.0
387	622.0
388	713.0
389	690.0
390	646.0
391	647.0
392	685.0
393	653.0
394	623.0
395	671.0
396	633.0
397	622.0
398	672.0
399	728.0
400	621.0
401	679.0
402	659.0
