,nested,non_nested,pre_optimized_hyprms,default_hyprms
0,0.8927889628132587,0.8927889628132587,0.8927889628132587,0.8634073710308088
1,0.8883615443072477,0.8883615443072477,0.8883615443072477,0.8569607937334867
2,0.892298662168046,0.892298662168046,0.892298662168046,0.8557153138434339
3,0.8908426158741808,0.8908426158741808,0.8908426158741808,0.8620819999932716
4,0.8933422717953834,0.8933422717953834,0.8933422717953834,0.8656421447396797
5,0.8944828191567172,0.8944828191567172,0.8944828191567172,0.861804895198659
6,0.8892572907948568,0.8892572907948568,0.8892572907948568,0.8562788703021267
7,0.8938388935495882,0.8938388935495882,0.8938388935495882,0.8652338613988555
8,0.889694440126647,0.889694440126647,0.889694440126647,0.8635940132621953
9,0.8897015185387926,0.8897015185387926,0.8897015185387926,0.8584520066553172
10,0.8938300140436648,0.8938300140436648,0.8938300140436648,0.8585794130161544
11,0.8893047059362935,0.8893047059362935,0.8893047059362935,0.856945923038778
12,0.8918348422055565,0.8918348422055565,0.8918348422055565,0.8634342577012399
13,0.8910420287752681,0.8910420287752681,0.8910420287752681,0.8612424795919187
14,0.8942148834865087,0.8942148834865087,0.8942148834865087,0.8618300987100449
15,0.8907730544926454,0.8907730544926454,0.8907730544926454,0.8627126287603544
16,0.8888767854589559,0.8888767854589559,0.8888767854589559,0.8465022668600246
17,0.8902032356916213,0.8902032356916213,0.8902032356916213,0.8568877971114868
18,0.8907884709465864,0.8907884709465864,0.8907884709465864,0.8572908781176327
19,0.8857523048615016,0.8857523048615016,0.8857523048615016,0.8497818034116633
20,0.8892064754561897,0.8892064754561897,0.8892064754561897,0.851499109659724
21,0.888866376253648,0.888866376253648,0.888866376253648,0.8545489842154472
22,0.8865439882378099,0.8865439882378099,0.8865439882378099,0.8520150936236266
23,0.8903421605186245,0.8903421605186245,0.8903421605186245,0.8540779430587
24,0.8930485019559997,0.8930485019559997,0.8930485019559997,0.8586803451168541
25,0.8920624174230475,0.8920624174230475,0.8920624174230475,0.8570464184839226
26,0.8916618707692774,0.8916618707692774,0.8916618707692774,0.8550461123504047
27,0.8907646146528645,0.8907646146528645,0.8907646146528645,0.8551874681662927
28,0.8948296131021826,0.8948296131021826,0.8948296131021826,0.8692973235254976
29,0.8899728867600081,0.8899728867600081,0.8899728867600081,0.8549565157524567
