,nested,non_nested,pre_optimized_hyprms,default_hyprms
0,0.9082255053985469,0.910627745624943,0.899230917012864,0.8963821439764711
1,0.9137066251804744,0.9176441870025195,0.90280737765622,0.9019405540797438
2,0.9143116286328454,0.9164102813347064,0.9033397858179244,0.8999322239688786
3,0.9155810404425684,0.9196339836179668,0.9056846022260857,0.9063113948227823
4,0.9183357415027705,0.9218481462453216,0.903327060708442,0.9055881343443855
5,0.9108832973855423,0.9174563486448011,0.9101186128340704,0.9069914959658312
6,0.9036563088719106,0.908380433302426,0.8985687689240369,0.8890118929819191
7,0.9095393380197606,0.9146846348772276,0.9020659298196415,0.9017987871380793
8,0.9047187561843881,0.9135603239734832,0.8995114342076201,0.9000098815015699
9,0.9133396954649867,0.9151382984835861,0.9014642926853604,0.8954645542342508
10,0.9086408144461718,0.9169214043645099,0.9068400438048485,0.8970041792835475
11,0.917050784385978,0.9183858711099749,0.9101329701634638,0.9060765510846043
12,0.9171415487304568,0.9178354473139778,0.9021922351485583,0.8994374368664628
13,0.9116526940276866,0.9164869606272905,0.9089082835155187,0.8964707001556529
14,0.9094155427176756,0.9141036111526502,0.9051500889013049,0.9045947525496747
15,0.9149896262987467,0.9212436917634759,0.91429757741995,0.9059430649835798
16,0.9137170054440047,0.9121739956518246,0.9057047649308274,0.8979006548952152
17,0.9086960142433507,0.9129036604919825,0.9007210671974425,0.9037200277475232
18,0.913908267963227,0.915242260198313,0.900974246535112,0.9010880808480989
19,0.9054864921063965,0.9104996045202849,0.9007811053292467,0.8983367039979083
20,0.9146083186213086,0.9196561449511423,0.9109084005440243,0.9031829496032251
21,0.9178772760501026,0.9225034441646476,0.9104913907956669,0.9025218333028144
22,0.9160479281933297,0.918402745852174,0.9061722800076616,0.9049531909242712
23,0.9217391468549612,0.9218517429335378,0.9145869440950407,0.9076420051850782
24,0.9143770870658351,0.9175481488319537,0.9033279757864314,0.900324085560512
25,0.9126484142457634,0.9189543048803609,0.9032768979847792,0.8990878024521236
26,0.911810456098277,0.9177635201729453,0.9073457415961035,0.9072075147034763
27,0.9126317037210564,0.9187321012728263,0.9073943782330863,0.8989590697470267
28,0.9159573096415496,0.9170251021912408,0.9018304756146787,0.9017561605562274
29,0.9129711845891456,0.9175804115278691,0.9106314202672948,0.9023318788636238
