,nested,non_nested,preOptHpm,defHpm
0,0.9173051718923277,0.910627745624943,0.9048543199919347,0.9045140639177337
1,0.9045266659945558,0.910627745624943,0.8995740498034076,0.8851824780723864
2,0.8950005047445992,0.910627745624943,0.8961866545527962,0.8943190995356349
3,0.9160696789627047,0.910627745624943,0.8963086437033173,0.9015129343801296
4,0.9079040225829216,0.9176441870025195,0.9062657525960278,0.9074251436636757
5,0.8961714890613974,0.9176441870025195,0.8870853916725476,0.8927059179352758
6,0.924629012719564,0.9176441870025195,0.9116192206743388,0.9105844942459116
7,0.9261219763580145,0.9176441870025195,0.9062591456819656,0.8970466604741122
8,0.9147847565278757,0.9164102813347064,0.8980239943542696,0.9114326040931545
9,0.8995992539570521,0.9164102813347064,0.8943819941526363,0.8792216957354572
10,0.919997981021603,0.9164102813347064,0.9136760549162123,0.9084014738542298
11,0.9228645230248508,0.9164102813347064,0.9072770998485793,0.9006731221926731
12,0.9307641899385019,0.9196339836179668,0.9168010888194374,0.9153518499848775
13,0.8926177033975199,0.9196339836179668,0.8877911079745943,0.8791334811977015
14,0.9170956995760146,0.9196339836179668,0.9054739551786797,0.9110513830002019
15,0.9218465688582372,0.9196339836179668,0.9126722569316318,0.9197088651083485
16,0.9251940719830628,0.9218481462453216,0.9168514971267265,0.907198306280875
17,0.9275002520415365,0.9218481462453216,0.9195483415666901,0.9171413448936385
18,0.9150893397940641,0.9218481462453216,0.8961235614778922,0.8997955784373107
19,0.9055593021924189,0.9218481462453216,0.880784842662459,0.8982173077657178
20,0.919296300030245,0.9174563486448011,0.91101673555802,0.9114452061699768
21,0.8949616896864603,0.9174563486448011,0.8949238834559936,0.8995614477265854
22,0.928818392893196,0.9174563486448011,0.9435821724207551,0.9286543508984454
23,0.9004568069322678,0.9174563486448011,0.8909516599015129,0.8883049790683175
24,0.9005570117955438,0.908380433302426,0.8931343885472326,0.8747353563867326
25,0.8783647545115435,0.908380433302426,0.8770667405988507,0.8532992237120678
26,0.9285281647486372,0.908380433302426,0.9147991116495054,0.9200105996365839
27,0.907175304431918,0.908380433302426,0.9092748349005588,0.9080023921922915
28,0.9233667708438351,0.9146846348772276,0.9154148603689888,0.9116090331686661
29,0.9183385421917531,0.9146846348772276,0.9055096279866923,0.9217789091642303
30,0.8947355138300019,0.9146846348772276,0.8889183323238441,0.8699020795477489
31,0.9017165252134522,0.9146846348772276,0.8984208985990406,0.9039051266716718
32,0.8904753503377356,0.9135603239734832,0.8774574049803407,0.8868081459824579
33,0.8903493295695131,0.9135603239734832,0.879259501965924,0.8817673152535538
34,0.9263451443569554,0.9135603239734832,0.9283893599838481,0.9257520694528568
35,0.9117052004733487,0.9135603239734832,0.9129394699003677,0.9057119953174109
36,0.9222955943139429,0.9151382984835861,0.9189812481096885,0.9093154551870147
37,0.9226610545417886,0.9151382984835861,0.904337634842222,0.9031530396209295
38,0.9096885725822733,0.9151382984835861,0.8939279224712297,0.8944326670704623
39,0.8987135604219421,0.9151382984835861,0.8886103653183015,0.874957055058596
40,0.9283319891118057,0.9169214043645099,0.9210731928621837,0.9211488053231172
41,0.9215268676277851,0.9169214043645099,0.919875995564069,0.913146486540982
42,0.8875050474459923,0.9169214043645099,0.9009817282455078,0.8843503937007873
43,0.8971993535991043,0.9169214043645099,0.885429258547634,0.8693710315693035
44,0.9122013307793124,0.9183858711099749,0.9015399737876802,0.893298215545922
45,0.9028757939308397,0.9183858711099749,0.8966125617501765,0.8898704506502673
46,0.9251589945487583,0.9183858711099749,0.9169190389662831,0.9223702806379972
47,0.9279670182850017,0.9183858711099749,0.9254603061497156,0.9187672575042308
48,0.9205943139429378,0.9178354473139778,0.8986540981953827,0.9006074201028329
49,0.8960958766004639,0.9178354473139778,0.8767264845246496,0.8802172598044158
50,0.9285534019785987,0.9178354473139778,0.9102311730264487,0.9160483545326066
51,0.923322602399827,0.9178354473139778,0.9231571848477522,0.900876713025996
52,0.8859133985280774,0.9164869606272905,0.8818303256376651,0.8727568303256377
53,0.9076771852001211,0.9164869606272905,0.9137387841516281,0.8918111704808952
54,0.9134993943064809,0.9164869606272905,0.9047168382798303,0.8872400565313951
55,0.9395207980760667,0.9164869606272905,0.9353471859929507,0.9340747432846837
56,0.92757586450247,0.9141036111526502,0.9131086803105153,0.9184897671136204
57,0.8963983264441981,0.9141036111526502,0.8987045065026715,0.8937014820042343
58,0.9045149404401372,0.9141036111526502,0.8986725217040178,0.8975873208156672
59,0.9091730394838973,0.9141036111526502,0.9101146470880148,0.9086004402651772
60,0.9046904929932453,0.9212436917634759,0.9049803407601573,0.8914709144066942
61,0.9072613166649863,0.9212436917634759,0.911596431091844,0.8995992539570521
62,0.933234908136483,0.9212436917634759,0.9302316777710478,0.928338885523925
63,0.9147717874002723,0.9212436917634759,0.910381860056751,0.9043632060466477
64,0.9479912289545318,0.9121739956518246,0.9278531101925598,0.9191828813388446
