,nested,non_nested,pre_optimized_hyprms,default_hyprms
0,0.8357135496089554,0.8357135496089554,0.8298596174433335,0.8357135496089554
1,0.8356136634477962,0.8364335196921807,0.8278928273048427,0.8364335196921807
2,0.822206028914702,0.8225051830297125,0.8225051830297125,0.822206028914702
3,0.8215323547070452,0.8238032441949158,0.8222291405016058,0.8238032441949158
4,0.8248309593179121,0.8273668982217754,0.8223562458991662,0.8273668982217754
5,0.8284554722918442,0.8317798148407316,0.8303937542522957,0.8317798148407316
6,0.8341116950476165,0.8418565924442272,0.8341116950476165,0.8418565924442272
7,0.833225159171418,0.8332588943031506,0.8284401291910293,0.833225159171418
8,0.8246457303770375,0.8354419040227703,0.8291298841194514,0.8354419040227703
9,0.8279164720379939,0.8304226532023007,0.829866077297724,0.8304226532023007
10,0.8292610168916484,0.8292610168916484,0.8279194634125359,0.8292610168916484
11,0.8357137162171577,0.8376984318835997,0.8322685872654384,0.8376984318835997
12,0.833039185037493,0.83460807692331,0.8306393256548157,0.83460807692331
13,0.8183732587170927,0.8224528271594392,0.8193232495990801,0.8224528271594392
14,0.8177132115457667,0.8274965496955916,0.8216242027797518,0.8274965496955916
15,0.8317198374025114,0.8317198374025114,0.8283192428232761,0.8317198374025114
16,0.8268451161683263,0.8305515670561663,0.8235886816080902,0.8305515670561663
17,0.8321199318542161,0.8321199318542161,0.8269885294796553,0.8321199318542161
18,0.8290284984844712,0.8373449740969684,0.8252267355879361,0.8373449740969684
19,0.8257498914017445,0.8307240428964624,0.8270262344304634,0.8307240428964624
20,0.8265220704371012,0.8265220704371012,0.8229284042145211,0.8265220704371012
21,0.8249844675716823,0.8300496068349349,0.8250811185044763,0.8300496068349349
22,0.830665048446636,0.8367068555943096,0.8264028743852915,0.8367068555943096
23,0.828502501243503,0.8340498152466499,0.8276980153630937,0.8340498152466499
24,0.831891128809951,0.8357504230333719,0.8279882922901601,0.8357504230333719
25,0.8284537531981202,0.831629853827051,0.8269388060189788,0.831629853827051
26,0.8255540055944005,0.8276533537625281,0.8258974381111114,0.8276533537625281
27,0.8190344494265346,0.826449598898326,0.8234137566272199,0.826449598898326
28,0.8267667421553285,0.8267667421553285,0.8240836079339432,0.8267667421553285
29,0.8279511068540191,0.8279511068540191,0.826899342594326,0.8279511068540191
