,nested,non_nested,pre_optimized_hyprms,default_hyprms
0,0.8896556496235564,0.8908972911929692,0.8776094449281131,0.8691574047652368
1,0.8839600709811527,0.8923635403091884,0.8812620313841385,0.8748153466147334
2,0.8688212333369079,0.8743214684059352,0.8521415469965388,0.859509921972835
3,0.8710329647959898,0.8859228231426669,0.8732873555279693,0.8666487184194153
4,0.8864868388607876,0.888822166342841,0.8735379872759801,0.8738005345396979
5,0.8844613450795145,0.8846785764268176,0.8821286893871786,0.8762516774416735
6,0.8840734463482208,0.8819881084152894,0.8750379715239319,0.8799256488177785
7,0.8908894000226588,0.8931221135128946,0.8827693660830532,0.8774516805920831
8,0.8850230631190631,0.8942428323636736,0.8797694081894898,0.8752037830361346
9,0.8813886611910124,0.8907671156606257,0.8720370836536755,0.8784774638172422
10,0.8810363378547771,0.884344801127362,0.8706017070373486,0.8773842375917784
11,0.8771103200755613,0.8871106078533654,0.8716827655628723,0.8668619996377029
12,0.8870838838977111,0.8930476525207216,0.878472152802138,0.8813059765694342
13,0.8758040784476235,0.8789242714223312,0.8578338480012166,0.8642271242394335
14,0.8759476810864553,0.8864461410208175,0.8730740606781013,0.8667774974720992
15,0.8910307489068988,0.8922878774660286,0.8726226478708381,0.8742671117226137
16,0.8850470228931786,0.8938498884330892,0.8763552532172044,0.8631497613867619
17,0.8820882596349523,0.89505139863042,0.8844666916881894,0.8821987693409403
18,0.8778198574560806,0.891145632835508,0.8761320254892374,0.8690961641339191
19,0.8875288126166636,0.8907811395274022,0.874254500996317,0.8757155504220036
20,0.8798931026627625,0.8881101707340272,0.8663096464937456,0.8768654181350908
21,0.8791924969965086,0.885842725492085,0.8698702864267629,0.8736325813547852
22,0.8787194387545219,0.8847636874696697,0.8644559696930592,0.8771742203796364
23,0.8853099064025413,0.8885241118419658,0.8753473902188262,0.8745457503094369
24,0.8819917253279002,0.88343588976959,0.8740918080867381,0.8723911488029352
25,0.8742044094829754,0.8911394425834813,0.8755850613633155,0.8668346895241004
26,0.8734674453631119,0.8784598662045258,0.8667646640966595,0.8663421123739004
27,0.8843951683015475,0.8811216821491126,0.8678972197029043,0.8751644256348833
28,0.8820667959546318,0.884555613515015,0.8714838505154858,0.8777409502968352
29,0.8718021918369252,0.8882311631251821,0.8666273153238955,0.8661134229261367
