,chi,metric,val_idx,vs_method,score
435,chi_0.75,roc_auc,75,LR,0.56814
436,chi_0.75,roc_auc,76,LR,0.58822
437,chi_0.75,roc_auc,77,LR,0.60871
438,chi_0.75,roc_auc,78,LR,0.58334
439,chi_0.75,roc_auc,79,LR,0.56896
440,chi_0.75,roc_auc,80,LR,0.58109
441,chi_0.75,roc_auc,81,LR,0.63457
442,chi_0.75,roc_auc,82,LR,0.6202
443,chi_0.75,roc_auc,83,LR,0.59295
444,chi_0.75,roc_auc,84,LR,0.6012
445,chi_0.75,roc_auc,85,LR,0.57415
446,chi_0.75,roc_auc,86,LR,0.59262
447,chi_0.75,roc_auc,87,LR,0.57063
448,chi_0.75,roc_auc,88,LR,0.59032
449,chi_0.75,roc_auc,89,LR,0.59293
450,chi_0.75,roc_auc,90,LR,0.55132
451,chi_0.75,roc_auc,91,LR,0.63012
452,chi_0.75,roc_auc,92,LR,0.59842
453,chi_0.75,roc_auc,93,LR,0.60632
454,chi_0.75,roc_auc,94,LR,0.59902
455,chi_0.75,roc_auc,95,LR,0.59565
456,chi_0.75,roc_auc,96,LR,0.57653
457,chi_0.75,roc_auc,97,LR,0.58332
458,chi_0.75,roc_auc,98,LR,0.58482
459,chi_0.75,roc_auc,99,LR,0.60635
460,chi_0.75,roc_auc,100,LR,0.60919
461,chi_0.75,roc_auc,101,LR,0.56376
462,chi_0.75,roc_auc,102,LR,0.53504
463,chi_0.75,roc_auc,103,LR,0.62066
464,chi_0.75,roc_auc,104,LR,0.59328
465,chi_0.75,roc_auc,105,LR,0.61138
466,chi_0.75,roc_auc,106,LR,0.58589
467,chi_0.75,roc_auc,107,LR,0.54498
468,chi_0.75,roc_auc,108,LR,0.56344
469,chi_0.75,roc_auc,109,LR,0.56982
470,chi_0.75,roc_auc,110,LR,0.60453
471,chi_0.75,roc_auc,111,LR,0.57433
472,chi_0.75,roc_auc,112,LR,0.58466
473,chi_0.75,roc_auc,113,LR,0.5733
474,chi_0.75,roc_auc,114,LR,0.58041
475,chi_0.75,roc_auc,115,LR,0.58793
476,chi_0.75,roc_auc,116,LR,0.59026
477,chi_0.75,roc_auc,117,LR,0.60154
478,chi_0.75,roc_auc,118,LR,0.56256
479,chi_0.75,roc_auc,119,LR,0.54518
480,chi_0.5,nef,0,LR,0.29252
481,chi_0.5,nef,1,LR,0.28082
482,chi_0.5,nef,2,LR,0.30822
483,chi_0.5,nef,3,LR,0.28767
484,chi_0.5,nef,4,LR,0.29252
485,chi_0.5,nef,5,LR,0.26712
486,chi_0.5,nef,6,LR,0.29452
487,chi_0.5,nef,7,LR,0.30822
488,chi_0.5,nef,8,LR,0.33562
489,chi_0.5,nef,9,LR,0.22449
490,chi_0.5,nef,10,LR,0.26027
491,chi_0.5,nef,11,LR,0.23288
492,chi_0.5,nef,12,LR,0.30612
493,chi_0.5,nef,13,LR,0.25342
494,chi_0.5,nef,14,LR,0.26712
495,chi_0.5,nef,15,LR,0.26712
496,chi_0.5,nef,16,LR,0.28767
497,chi_0.5,nef,17,LR,0.26531
498,chi_0.5,nef,18,LR,0.29452
499,chi_0.5,nef,19,LR,0.21918
500,chi_0.5,nef,20,LR,0.33562
501,chi_0.5,nef,21,LR,0.26531
502,chi_0.5,nef,22,LR,0.33562
503,chi_0.5,nef,23,LR,0.31507
504,chi_0.5,nef,24,LR,0.32653
505,chi_0.5,nef,25,LR,0.24658
506,chi_0.5,nef,26,LR,0.31507
507,chi_0.5,nef,27,LR,0.27397
508,chi_0.5,nef,28,LR,0.27891
509,chi_0.5,nef,29,LR,0.30822
510,chi_0.5,nef,30,LR,0.26027
511,chi_0.5,nef,31,LR,0.27397
512,chi_0.5,nef,32,LR,0.33333
513,chi_0.5,nef,33,LR,0.32192
514,chi_0.5,nef,34,LR,0.32192
515,chi_0.5,nef,35,LR,0.18493
516,chi_0.5,nef,36,LR,0.2449
517,chi_0.5,nef,37,LR,0.32877
518,chi_0.5,nef,38,LR,0.26712
519,chi_0.5,nef,39,LR,0.24658
520,chi_0.5,nef,40,LR,0.2449
521,chi_0.5,nef,41,LR,0.30822
522,chi_0.5,nef,42,LR,0.25342
523,chi_0.5,nef,43,LR,0.29452
524,chi_0.5,nef,44,LR,0.26027
525,chi_0.5,nef,45,LR,0.27891
526,chi_0.5,nef,46,LR,0.30822
527,chi_0.5,nef,47,LR,0.26027
528,chi_0.5,nef,48,LR,0.27397
529,chi_0.5,nef,49,LR,0.29932
530,chi_0.5,nef,50,LR,0.30137
531,chi_0.5,nef,51,LR,0.34247
532,chi_0.5,nef,52,LR,0.29252
533,chi_0.5,nef,53,LR,0.30137
534,chi_0.5,nef,54,LR,0.24658
535,chi_0.5,nef,55,LR,0.26027
536,chi_0.5,nef,56,LR,0.31507
537,chi_0.5,nef,57,LR,0.31293
538,chi_0.5,nef,58,LR,0.30822
539,chi_0.5,nef,59,LR,0.27397
540,chi_0.5,nef,60,LR,0.2585
541,chi_0.5,nef,61,LR,0.21918
542,chi_0.5,nef,62,LR,0.23973
543,chi_0.5,nef,63,LR,0.27397
544,chi_0.5,nef,64,LR,0.26712
545,chi_0.5,nef,65,LR,0.36735
546,chi_0.5,nef,66,LR,0.25342
547,chi_0.5,nef,67,LR,0.29452
548,chi_0.5,nef,68,LR,0.31293
549,chi_0.5,nef,69,LR,0.28767
550,chi_0.5,nef,70,LR,0.28767
551,chi_0.5,nef,71,LR,0.28767
552,chi_0.5,nef,72,LR,0.27891
553,chi_0.5,nef,73,LR,0.26712
554,chi_0.5,nef,74,LR,0.30822
555,chi_0.5,nef,75,LR,0.32877
556,chi_0.5,nef,76,LR,0.31507
557,chi_0.5,nef,77,LR,0.30612
558,chi_0.5,nef,78,LR,0.30137
559,chi_0.5,nef,79,LR,0.29452
560,chi_0.5,nef,80,LR,0.23288
561,chi_0.5,nef,81,LR,0.27891
562,chi_0.5,nef,82,LR,0.29452
563,chi_0.5,nef,83,LR,0.32192
564,chi_0.5,nef,84,LR,0.23973
565,chi_0.5,nef,85,LR,0.28571
566,chi_0.5,nef,86,LR,0.28082
567,chi_0.5,nef,87,LR,0.27397
568,chi_0.5,nef,88,LR,0.27397
569,chi_0.5,nef,89,LR,0.2449
570,chi_0.5,nef,90,LR,0.25342
571,chi_0.5,nef,91,LR,0.29452
572,chi_0.5,nef,92,LR,0.27211
573,chi_0.5,nef,93,LR,0.30822
574,chi_0.5,nef,94,LR,0.28767
575,chi_0.5,nef,95,LR,0.29452
576,chi_0.5,nef,96,LR,0.26531
577,chi_0.5,nef,97,LR,0.25342
