,,LR,GBT,DClf,csAVG,csGEO,csMIN
nef_Ra,81,0.60959,0.73973,0.0411,0.19863,0.19863,0.13699
nef_Ra,82,0.53425,0.68493,0.05479,0.21918,0.21918,0.17123
nef_Ra,83,0.61644,0.70548,0.07534,0.17808,0.17123,0.16438
nef_Ra,84,0.57823,0.7483,0.03401,0.19048,0.19048,0.14966
nef_Ra,85,0.61644,0.71918,0.03425,0.23288,0.23288,0.16438
nef_Ra,86,0.60959,0.69863,0.05479,0.19863,0.19178,0.14384
nef_Ra,87,0.60959,0.76712,0.0274,0.19863,0.19863,0.17123
nef_Ra,88,0.56463,0.68707,0.02721,0.21088,0.21088,0.18367
nef_Ra,89,0.63699,0.74658,0.0137,0.17808,0.17808,0.15753
nef_Ra,90,0.60959,0.71918,0.05479,0.22603,0.23288,0.17123
nef_Ra,91,0.58904,0.73288,0.05479,0.19178,0.19178,0.13699
nef_Ra,92,0.60544,0.72789,0.04082,0.2585,0.2585,0.18367
nef_Ra,93,0.56849,0.70548,0.02055,0.20548,0.21233,0.15068
nef_Ra,94,0.58219,0.68493,0.02055,0.17123,0.17123,0.13014
nef_Ra,95,0.64384,0.72603,0.03425,0.18493,0.18493,0.18493
nef_Ra,96,0.57823,0.70748,0.04082,0.20408,0.20408,0.14966
nef_Ra,97,0.65068,0.71918,0.05479,0.23288,0.23288,0.15753
nef_Ra,98,0.63699,0.68493,0.00685,0.15753,0.15068,0.14384
nef_Ra,99,0.56164,0.71918,0.04795,0.23973,0.23973,0.18493
nef_Ra,100,0.60544,0.72109,0.06803,0.17007,0.16327,0.14966
nef_Ra,101,0.57534,0.72603,0.0274,0.16438,0.17123,0.10274
nef_Ra,102,0.60959,0.73973,0.0274,0.22603,0.22603,0.18493
nef_Ra,103,0.59589,0.71918,0.05479,0.23973,0.23973,0.20548
nef_Ra,104,0.64626,0.7415,0.04762,0.19048,0.19048,0.18367
nef_Ra,105,0.55479,0.70548,0.0274,0.21233,0.21233,0.13014
nef_Ra,106,0.56849,0.69178,0.03425,0.24658,0.24658,0.17808
