1	1074.0
2	871.0
3	869.0
4	872.0
5	933.0
6	875.0
7	856.0
8	899.0
9	1068.0
10	902.0
11	951.0
12	951.0
13	942.0
14	998.0
15	977.0
16	977.0
17	982.0
18	961.0
19	889.0
20	849.0
21	875.0
22	859.0
23	866.0
24	873.0
25	851.0
26	914.0
27	869.0
28	885.0
29	865.0
30	877.0
31	890.0
32	1085.0
33	861.0
34	828.0
35	887.0
36	942.0
37	841.0
38	867.0
39	890.0
40	875.0
41	817.0
42	783.0
43	813.0
44	931.0
45	786.0
46	885.0
47	861.0
48	869.0
49	865.0
50	874.0
51	993.0
52	778.0
53	882.0
54	907.0
55	926.0
56	856.0
57	873.0
58	884.0
59	792.0
60	833.0
61	1033.0
62	790.0
63	873.0
64	813.0
65	894.0
66	811.0
67	871.0
68	882.0
69	880.0
70	846.0
71	906.0
72	842.0
73	888.0
74	942.0
75	938.0
76	815.0
77	831.0
78	772.0
79	886.0
80	878.0
81	885.0
82	848.0
83	850.0
84	842.0
85	838.0
86	924.0
87	901.0
88	808.0
89	873.0
90	874.0
91	873.0
92	849.0
93	834.0
94	862.0
95	810.0
96	852.0
97	842.0
98	907.0
99	894.0
100	952.0
101	922.0
102	920.0
103	859.0
104	842.0
105	991.0
106	895.0
107	933.0
108	876.0
109	956.0
110	886.0
111	845.0
112	862.0
113	824.0
114	892.0
115	838.0
116	821.0
117	809.0
118	868.0
119	924.0
120	854.0
121	764.0
122	810.0
123	839.0
124	878.0
125	808.0
126	910.0
127	882.0
128	919.0
129	863.0
130	863.0
131	930.0
132	872.0
133	916.0
134	843.0
135	835.0
136	792.0
