,,LR,GBT,DClf,csAVG,csGEO,csMIN
nef_05_Ra,112,0.41333,0.45333,0.05333,0.25333,0.25333,0.22667
nef_05_Ra,113,0.42667,0.49333,0.08,0.30667,0.30667,0.32
nef_05_Ra,114,0.33333,0.48,0.04,0.22667,0.22667,0.16
nef_05_Ra,115,0.48,0.48,0.05333,0.2,0.2,0.21333
nef_05_Ra,116,0.4,0.49333,0.01333,0.24,0.24,0.25333
nef_05_Ra,117,0.41333,0.44,0.06667,0.21333,0.21333,0.21333
nef_05_Ra,118,0.36,0.44,0.02667,0.24,0.24,0.16
nef_05_Ra,119,0.41333,0.54667,0.04,0.29333,0.29333,0.25333
pROC,0,0.42857,0.51958,0.0897,0.24043,0.23747,0.24326
pROC,1,0.40773,0.49214,0.08587,0.29263,0.29108,0.29708
pROC,2,0.48374,0.54503,0.06761,0.28298,0.28156,0.28002
pROC,3,0.41941,0.48583,0.08202,0.2709,0.27009,0.25401
pROC,4,0.41388,0.48781,0.07481,0.23942,0.23892,0.24559
pROC,5,0.42939,0.49862,0.10002,0.28389,0.2837,0.2803
pROC,6,0.46395,0.52363,0.08065,0.32674,0.32428,0.32007
pROC,7,0.41537,0.53237,0.07891,0.23676,0.23601,0.23412
pROC,8,0.45951,0.60565,0.08874,0.33677,0.33515,0.34441
pROC,9,0.42042,0.51026,0.08532,0.29118,0.28986,0.27479
pROC,10,0.39807,0.48869,0.09756,0.23188,0.23083,0.23534
pROC,11,0.40503,0.47372,0.08086,0.22352,0.22224,0.2171
pROC,12,0.43735,0.45637,0.06178,0.2636,0.26172,0.27586
pROC,13,0.43595,0.51482,0.06612,0.28943,0.28751,0.28986
pROC,14,0.38635,0.50038,0.07397,0.23957,0.23791,0.21812
pROC,15,0.44573,0.53186,0.10278,0.2927,0.29153,0.29484
pROC,16,0.40959,0.56757,0.07176,0.29363,0.29173,0.30607
pROC,17,0.42149,0.51264,0.10756,0.26114,0.25926,0.25032
pROC,18,0.49249,0.5518,0.08559,0.25852,0.2582,0.26928
pROC,19,0.44273,0.46947,0.09999,0.27523,0.27437,0.25941
pROC,20,0.42392,0.51213,0.10155,0.28137,0.27978,0.28388
pROC,21,0.50411,0.54066,0.09443,0.24308,0.24174,0.23962
pROC,22,0.43665,0.53863,0.09934,0.27877,0.27858,0.2671
pROC,23,0.41562,0.55166,0.07802,0.2857,0.28517,0.29086
pROC,24,0.43523,0.53528,0.07016,0.25177,0.25113,0.24359
pROC,25,0.45641,0.57344,0.09182,0.29565,0.29374,0.30016
pROC,26,0.48274,0.54575,0.12395,0.27612,0.27421,0.27682
pROC,27,0.37711,0.45824,0.07416,0.25946,0.25799,0.25053
pROC,28,0.42358,0.51279,0.08144,0.26472,0.26289,0.26752
pROC,29,0.4029,0.48334,0.07824,0.22247,0.22281,0.21167
pROC,30,0.43117,0.51916,0.08063,0.25646,0.25283,0.25054
pROC,31,0.48402,0.57626,0.08968,0.34106,0.33999,0.33755
pROC,32,0.49194,0.56374,0.08844,0.28799,0.28751,0.30705
pROC,33,0.4319,0.56696,0.06888,0.29846,0.29582,0.29065
pROC,34,0.45461,0.53272,0.07324,0.27666,0.27389,0.26162
pROC,35,0.37242,0.45353,0.08296,0.23536,0.23533,0.2261
pROC,36,0.45873,0.57312,0.08738,0.28736,0.2873,0.28515
pROC,37,0.47317,0.53299,0.08068,0.26439,0.26532,0.25788
pROC,38,0.34429,0.42566,0.09311,0.22535,0.22454,0.21726
pROC,39,0.42148,0.52181,0.10411,0.3036,0.30167,0.31811
pROC,40,0.44551,0.4823,0.08022,0.27291,0.27308,0.26096
pROC,41,0.41532,0.55418,0.07791,0.32136,0.3182,0.31873
pROC,42,0.49242,0.54578,0.07154,0.27203,0.27086,0.26652
pROC,43,0.37289,0.45469,0.09891,0.23189,0.23086,0.23671
pROC,44,0.42502,0.48934,0.08463,0.25008,0.24916,0.24201
pROC,45,0.46643,0.57403,0.09323,0.28964,0.28882,0.27176
pROC,46,0.38983,0.49194,0.09196,0.28131,0.28066,0.28439
pROC,47,0.41489,0.49987,0.09329,0.26606,0.26473,0.28686
pROC,48,0.46668,0.53751,0.08231,0.26697,0.26571,0.25228
pROC,49,0.49555,0.55789,0.07964,0.2553,0.25275,0.26886
pROC,50,0.3882,0.4707,0.06681,0.25537,0.25416,0.24574
pROC,51,0.41264,0.54554,0.08548,0.31069,0.30856,0.31002
pROC,52,0.43672,0.49241,0.06972,0.26478,0.2627,0.26929
pROC,53,0.44382,0.50366,0.08644,0.3282,0.32892,0.31242
pROC,54,0.49703,0.54745,0.08204,0.27835,0.27576,0.26493
pROC,55,0.36213,0.47804,0.10411,0.2211,0.22032,0.23522
pROC,56,0.45189,0.58065,0.08762,0.28621,0.28581,0.301
pROC,57,0.42882,0.51402,0.08817,0.2562,0.25571,0.24378
pROC,58,0.46421,0.54205,0.08135,0.28985,0.28767,0.29427
pROC,59,0.39291,0.47461,0.07156,0.25594,0.25603,0.2434
pROC,60,0.42575,0.52,0.07523,0.28659,0.28585,0.27894
pROC,61,0.42385,0.49461,0.10576,0.24178,0.24031,0.24458
pROC,62,0.45109,0.52759,0.09121,0.26953,0.26855,0.27118
pROC,63,0.40886,0.53582,0.10018,0.28894,0.28753,0.27867
pROC,64,0.39867,0.4877,0.07552,0.2742,0.27334,0.26651
pROC,65,0.38789,0.5029,0.06937,0.27231,0.27173,0.27325
pROC,66,0.44058,0.53095,0.08397,0.2829,0.28291,0.27642
pROC,67,0.46217,0.58164,0.07948,0.25557,0.25263,0.26841
pROC,68,0.40161,0.47293,0.0758,0.24283,0.24281,0.22966
pROC,69,0.4799,0.51862,0.09559,0.28117,0.27965,0.29424
pROC,70,0.47473,0.53212,0.08209,0.32563,0.32265,0.30648
pROC,71,0.44626,0.53813,0.07893,0.24323,0.24276,0.25541
pROC,72,0.45395,0.5409,0.09046,0.26388,0.26077,0.25476
pROC,73,0.41899,0.49779,0.10191,0.25933,0.2583,0.257
pROC,74,0.43363,0.53691,0.09275,0.27625,0.27513,0.27815
pROC,75,0.45905,0.54095,0.12412,0.2869,0.28456,0.29038
pROC,76,0.41879,0.48788,0.10399,0.27601,0.27381,0.2763
pROC,77,0.44002,0.55906,0.0696,0.2757,0.27617,0.27139
pROC,78,0.43528,0.49236,0.07607,0.26176,0.26203,0.25369
pROC,79,0.42981,0.53193,0.07432,0.26894,0.26718,0.27523
pROC,80,0.39656,0.52038,0.07638,0.26924,0.26754,0.26005
pROC,81,0.40006,0.4469,0.09565,0.22235,0.22274,0.21398
pROC,82,0.4028,0.54683,0.09095,0.29819,0.2973,0.30344
pROC,83,0.51665,0.55242,0.08319,0.2924,0.28992,0.30368
pROC,84,0.49004,0.53732,0.08328,0.2751,0.27498,0.27768
pROC,85,0.42778,0.53875,0.06812,0.30288,0.30063,0.29117
pROC,86,0.4012,0.44683,0.10086,0.20974,0.20985,0.21135
pROC,87,0.45428,0.52194,0.09406,0.31498,0.31212,0.30895
pROC,88,0.4594,0.57865,0.06875,0.2743,0.2723,0.26366
pROC,89,0.43885,0.58144,0.09697,0.28428,0.28245,0.28384
pROC,90,0.38196,0.45126,0.06761,0.25642,0.25438,0.24981
pROC,91,0.46193,0.50918,0.07798,0.27464,0.27365,0.28086
pROC,92,0.43956,0.52766,0.08574,0.28598,0.28622,0.27664
pROC,93,0.4319,0.4899,0.07708,0.25702,0.25807,0.24524
pROC,94,0.4402,0.50004,0.07777,0.26903,0.26615,0.27372
pROC,95,0.46006,0.5395,0.07512,0.27622,0.27388,0.28485
pROC,96,0.41195,0.46713,0.09853,0.24299,0.24198,0.25824
pROC,97,0.44577,0.50741,0.08436,0.28127,0.28103,0.26967
pROC,98,0.43401,0.53727,0.08686,0.29687,0.29562,0.28733
pROC,99,0.43127,0.53395,0.06282,0.26527,0.26404,0.26503
pROC,100,0.45452,0.51992,0.08407,0.26359,0.2632,0.26014
pROC,101,0.43544,0.53438,0.09696,0.30613,0.30548,0.29082
pROC,102,0.4208,0.49176,0.07917,0.25234,0.25201,0.25892
pROC,103,0.43775,0.47382,0.08608,0.26242,0.26037,0.26961
pROC,104,0.42639,0.51481,0.08002,0.2735,0.27303,0.28537
pROC,105,0.42672,0.48127,0.0709,0.28918,0.28648,0.28708
pROC,106,0.42773,0.56735,0.06398,0.26731,0.26624,0.25754
pROC,107,0.45908,0.52082,0.08951,0.25133,0.25073,0.24931
pROC,108,0.42076,0.52371,0.09676,0.32425,0.32039,0.33097
pROC,109,0.39416,0.52015,0.09455,0.26738,0.26555,0.25596
pROC,110,0.45592,0.51329,0.09022,0.23713,0.2362,0.24282
pROC,111,0.45847,0.44881,0.08718,0.26107,0.25925,0.24926
pROC,112,0.40975,0.49255,0.1055,0.24489,0.24367,0.2372
pROC,113,0.4711,0.55278,0.08112,0.35601,0.35226,0.35668
pROC,114,0.39656,0.46973,0.07563,0.23518,0.23573,0.22588
pROC,115,0.4754,0.50502,0.07734,0.24787,0.24727,0.26108
pROC,116,0.45357,0.54492,0.10596,0.28353,0.28341,0.28441
pROC,117,0.45461,0.49469,0.08007,0.2422,0.24145,0.247
pROC,118,0.39156,0.48151,0.06467,0.2593,0.2586,0.24778
pROC,119,0.42025,0.55814,0.10062,0.30973,0.30749,0.2984
pr_auc,0,0.35575,0.50936,0.06393,0.14797,0.14283,0.16915
pr_auc,1,0.32806,0.45321,0.04826,0.18844,0.18558,0.21952
pr_auc,2,0.45439,0.53438,0.09203,0.17509,0.17221,0.17788
pr_auc,3,0.34822,0.4395,0.06365,0.18729,0.18593,0.16059
pr_auc,4,0.34939,0.44448,0.08912,0.12648,0.12532,0.14755
pr_auc,5,0.35496,0.46844,0.05105,0.19511,0.19417,0.2037
pr_auc,6,0.41862,0.49619,0.07073,0.24417,0.23969,0.22846
pr_auc,7,0.32612,0.49624,0.06394,0.14532,0.1438,0.14629
pr_auc,8,0.39449,0.61067,0.10267,0.25223,0.24959,0.26565
pr_auc,9,0.36215,0.48522,0.04853,0.19241,0.18952,0.1839
pr_auc,10,0.32887,0.44467,0.08705,0.13085,0.12905,0.14231
pr_auc,11,0.30454,0.40095,0.05239,0.12738,0.12457,0.13009
pr_auc,12,0.36566,0.40556,0.06257,0.16308,0.15993,0.18041
pr_auc,13,0.37714,0.49615,0.03889,0.2149,0.21202,0.21069
pr_auc,14,0.30755,0.45441,0.08666,0.13259,0.12903,0.10446
pr_auc,15,0.37251,0.5118,0.07886,0.19393,0.19141,0.22219
pr_auc,16,0.34331,0.56038,0.06548,0.19831,0.1942,0.23916
pr_auc,17,0.35083,0.46919,0.04911,0.16352,0.15984,0.15777
pr_auc,18,0.43861,0.51448,0.0793,0.15336,0.15272,0.17495
pr_auc,19,0.387,0.43171,0.0543,0.18358,0.18228,0.1706
pr_auc,20,0.35007,0.47441,0.05103,0.18034,0.17693,0.19273
pr_auc,21,0.48736,0.53001,0.03699,0.14634,0.14394,0.14798
pr_auc,22,0.37209,0.51526,0.07384,0.1705,0.16995,0.16567
pr_auc,23,0.33355,0.51503,0.09612,0.20236,0.20132,0.21372
pr_auc,24,0.37102,0.522,0.17915,0.15354,0.1528,0.15862
pr_auc,25,0.39448,0.55782,0.06583,0.17893,0.17539,0.20579
pr_auc,26,0.44287,0.54129,0.05046,0.18229,0.17851,0.19623
pr_auc,27,0.27924,0.38758,0.06118,0.17605,0.17322,0.1704
pr_auc,28,0.34669,0.49326,0.12677,0.16694,0.16407,0.18245
pr_auc,29,0.30481,0.42238,0.06209,0.13661,0.13656,0.12712
pr_auc,30,0.38055,0.47115,0.06234,0.16207,0.15584,0.15195
pr_auc,31,0.45517,0.57747,0.09829,0.24959,0.24719,0.24297
pr_auc,32,0.46585,0.56818,0.08627,0.19278,0.1918,0.23188
pr_auc,33,0.34653,0.56198,0.07612,0.22109,0.21659,0.22779
pr_auc,34,0.40805,0.52918,0.06284,0.19046,0.18502,0.18666
pr_auc,35,0.26556,0.39433,0.07762,0.12955,0.12946,0.11685
pr_auc,36,0.38163,0.56156,0.05026,0.19249,0.19192,0.19474
pr_auc,37,0.43833,0.5205,0.08394,0.18188,0.18283,0.18533
pr_auc,38,0.2537,0.35418,0.13117,0.1195,0.11831,0.11501
pr_auc,39,0.33837,0.49389,0.10214,0.20393,0.20041,0.24866
pr_auc,40,0.37168,0.44486,0.0499,0.18381,0.18317,0.18428
pr_auc,41,0.34449,0.54245,0.06163,0.25315,0.24816,0.26734
pr_auc,42,0.45806,0.54856,0.03674,0.15648,0.15449,0.16362
pr_auc,43,0.25759,0.38303,0.05462,0.11845,0.1171,0.13225
pr_auc,44,0.37697,0.45924,0.09051,0.1277,0.12564,0.12904
pr_auc,45,0.43629,0.56499,0.03651,0.20342,0.20126,0.19007
pr_auc,46,0.29101,0.45993,0.0614,0.18403,0.18288,0.2009
pr_auc,47,0.31934,0.46027,0.02407,0.18118,0.17918,0.22113
pr_auc,48,0.39563,0.51146,0.05856,0.18281,0.18041,0.15514
pr_auc,49,0.43459,0.53451,0.12029,0.15058,0.14621,0.17709
pr_auc,50,0.30288,0.42653,0.08705,0.14223,0.13934,0.15119
pr_auc,51,0.34607,0.5358,0.02407,0.22287,0.21888,0.23702
pr_auc,52,0.3666,0.45844,0.05103,0.13477,0.13263,0.15955
pr_auc,53,0.37111,0.4678,0.02407,0.24896,0.24928,0.23239
pr_auc,54,0.43678,0.49725,0.05065,0.17408,0.16902,0.16915
pr_auc,55,0.25908,0.44021,0.09663,0.15864,0.15743,0.18163
pr_auc,56,0.37942,0.58619,0.07575,0.19992,0.19879,0.22131
pr_auc,57,0.35672,0.46176,0.07509,0.14252,0.14169,0.13396
pr_auc,58,0.42035,0.52326,0.05169,0.2124,0.2084,0.21765
pr_auc,59,0.2926,0.43172,0.09368,0.15818,0.14846,0.16044
pr_auc,60,0.34419,0.48459,0.0669,0.16973,0.16832,0.17456
pr_auc,61,0.36958,0.46507,0.06096,0.15295,0.15011,0.16054
pr_auc,62,0.38482,0.50289,0.05169,0.18031,0.17863,0.17481
pr_auc,63,0.32814,0.5187,0.06965,0.19989,0.19684,0.20531
pr_auc,64,0.31738,0.44534,0.08912,0.16367,0.16219,0.16124
pr_auc,65,0.30196,0.47974,0.08785,0.19689,0.19549,0.20595
pr_auc,66,0.37712,0.50098,0.08827,0.19413,0.19411,0.1718
pr_auc,67,0.415,0.58858,0.05494,0.15121,0.14564,0.18145
pr_auc,68,0.3294,0.4286,0.06309,0.14636,0.14622,0.13861
pr_auc,69,0.44484,0.48917,0.07612,0.19285,0.19011,0.21035
pr_auc,70,0.43865,0.52237,0.07612,0.25316,0.24518,0.24222
pr_auc,71,0.36823,0.50345,0.03777,0.12988,0.12908,0.15576
pr_auc,72,0.38093,0.51687,0.06336,0.17269,0.16687,0.17294
pr_auc,73,0.36197,0.46904,0.0807,0.13827,0.13611,0.15521
pr_auc,74,0.35339,0.51141,0.02407,0.20732,0.20509,0.21574
pr_auc,75,0.40153,0.52722,0.08827,0.18092,0.17731,0.18044
pr_auc,76,0.352,0.44943,0.06336,0.18635,0.18291,0.18384
pr_auc,77,0.38066,0.55523,0.06118,0.17889,0.17902,0.19974
pr_auc,78,0.37187,0.4589,0.08556,0.15413,0.15423,0.12828
pr_auc,79,0.36104,0.50845,0.07509,0.18358,0.18016,0.20335
pr_auc,80,0.30665,0.50426,0.07646,0.14842,0.1454,0.15501
pr_auc,81,0.30895,0.38363,0.06311,0.13179,0.1316,0.12975
pr_auc,82,0.31018,0.5218,0.07029,0.20644,0.20409,0.2146
pr_auc,83,0.50037,0.53679,0.09511,0.21755,0.21058,0.23514
pr_auc,84,0.46019,0.52316,0.12529,0.19021,0.18453,0.2081
pr_auc,85,0.33675,0.50059,0.08666,0.21864,0.21435,0.21675
pr_auc,86,0.32757,0.37366,0.07244,0.09033,0.09017,0.09417
pr_auc,87,0.38041,0.4988,0.06654,0.24814,0.244,0.23001
pr_auc,88,0.42086,0.56636,0.07353,0.17758,0.17382,0.18472
pr_auc,89,0.35967,0.5587,0.05046,0.17852,0.17543,0.17002
pr_auc,90,0.28499,0.38965,0.05147,0.1584,0.15475,0.145
pr_auc,91,0.39519,0.47494,0.0543,0.19106,0.18873,0.2096
pr_auc,92,0.34863,0.50038,0.09816,0.20099,0.20094,0.19003
pr_auc,93,0.37399,0.45301,0.05147,0.15276,0.15386,0.15462
pr_auc,94,0.36164,0.44606,0.08556,0.17351,0.16853,0.2027
pr_auc,95,0.41295,0.51504,0.09004,0.18041,0.17628,0.20447
pr_auc,96,0.34444,0.42554,0.05083,0.14874,0.14671,0.18208
pr_auc,97,0.37557,0.49626,0.05085,0.19402,0.19308,0.18679
pr_auc,98,0.36809,0.52776,0.05027,0.21926,0.21071,0.21249
pr_auc,99,0.36123,0.50859,0.05263,0.14095,0.13848,0.15362
pr_auc,100,0.39103,0.47622,0.08703,0.16589,0.1652,0.17318
pr_auc,101,0.3847,0.52183,0.04896,0.23089,0.22929,0.21193
pr_auc,102,0.3493,0.47066,0.07445,0.15931,0.15821,0.15411
pr_auc,103,0.34702,0.42729,0.08629,0.14789,0.14462,0.1879
pr_auc,104,0.33806,0.47347,0.05008,0.16865,0.16764,0.18494
pr_auc,105,0.36864,0.42536,0.05169,0.20124,0.19603,0.20826
pr_auc,106,0.36694,0.57183,0.05105,0.18167,0.17656,0.17543
pr_auc,107,0.40973,0.50773,0.09101,0.14645,0.14538,0.14821
pr_auc,108,0.33081,0.49264,0.0494,0.24781,0.24093,0.27037
pr_auc,109,0.29479,0.50194,0.09703,0.15137,0.14783,0.14195
pr_auc,110,0.41498,0.49916,0.09548,0.13423,0.13274,0.13808
pr_auc,111,0.39551,0.39902,0.0614,0.17341,0.16961,0.17579
pr_auc,112,0.33333,0.45577,0.07444,0.13077,0.12843,0.13449
pr_auc,113,0.43438,0.53817,0.07509,0.28118,0.2759,0.28888
pr_auc,114,0.29209,0.40651,0.07244,0.12334,0.12385,0.10479
pr_auc,115,0.44351,0.48564,0.04992,0.16284,0.16108,0.19303
pr_auc,116,0.39088,0.50966,0.06548,0.19943,0.19672,0.20542
pr_auc,117,0.38375,0.44509,0.105,0.14159,0.14048,0.14299
pr_auc,118,0.31289,0.4486,0.06284,0.1422,0.1406,0.14587
pr_auc,119,0.36241,0.56058,0.09406,0.23203,0.2277,0.22432
roc_auc,0,0.86268,0.87151,0.5008,0.62098,0.62248,0.57908
roc_auc,1,0.78997,0.8379,0.49404,0.64881,0.64923,0.6297
roc_auc,2,0.86668,0.91693,0.48704,0.66895,0.67031,0.65424
roc_auc,3,0.83385,0.87849,0.48576,0.62554,0.62532,0.60631
roc_auc,4,0.81196,0.88492,0.49574,0.64505,0.64582,0.61399
roc_auc,5,0.83604,0.88174,0.50307,0.6412,0.64243,0.61223
roc_auc,6,0.85713,0.88225,0.49572,0.68892,0.68927,0.69143
roc_auc,7,0.82908,0.85519,0.49876,0.58753,0.58925,0.55369
roc_auc,8,0.86422,0.90972,0.47938,0.71801,0.71767,0.71668
roc_auc,9,0.8013,0.8518,0.49074,0.68973,0.69128,0.65736
