1	1074.0
2	905.0
3	937.0
4	928.0
5	975.0
6	927.0
7	887.0
8	937.0
9	1094.0
10	940.0
11	978.0
12	995.0
13	966.0
14	1022.0
15	1000.0
16	1028.0
17	1036.0
18	1014.0
19	975.0
20	898.0
21	955.0
22	888.0
23	898.0
24	896.0
25	872.0
26	932.0
27	925.0
28	934.0
29	904.0
30	930.0
31	917.0
32	1212.0
33	921.0
34	884.0
35	915.0
36	1009.0
37	886.0
38	939.0
39	904.0
40	939.0
41	846.0
42	842.0
43	827.0
44	985.0
45	846.0
46	944.0
47	929.0
48	928.0
49	902.0
50	892.0
51	1032.0
52	832.0
53	931.0
54	964.0
55	975.0
56	926.0
57	908.0
58	942.0
59	828.0
60	859.0
61	1079.0
62	840.0
63	923.0
64	859.0
65	941.0
66	863.0
67	910.0
68	917.0
69	915.0
70	887.0
71	919.0
72	887.0
73	939.0
74	981.0
75	968.0
76	846.0
77	863.0
78	817.0
79	885.0
80	899.0
81	888.0
82	863.0
83	890.0
84	884.0
85	876.0
86	959.0
87	933.0
88	841.0
89	888.0
90	896.0
91	902.0
92	865.0
93	866.0
94	872.0
95	834.0
96	876.0
97	871.0
98	972.0
99	963.0
100	1012.0
101	988.0
102	976.0
103	893.0
104	876.0
105	1038.0
106	970.0
107	975.0
108	929.0
109	1004.0
110	970.0
111	919.0
112	916.0
113	931.0
114	959.0
115	882.0
116	858.0
117	852.0
118	915.0
119	1006.0
120	891.0
121	790.0
122	837.0
123	877.0
124	992.0
125	873.0
126	915.0
127	934.0
128	989.0
129	917.0
130	947.0
131	1022.0
132	958.0
133	952.0
134	906.0
135	892.0
136	823.0
