,nested,non_nested,pre_optimized_hyprms,default_hyprms
0,0.9726524676182616,0.9727054463552551,0.9707511942188141,0.9670439013161543
1,0.971982603396712,0.9747682768246079,0.9713569994652707,0.9690558338471582
2,0.9716309426434236,0.9730893208404501,0.9685745213371494,0.9684892369248864
3,0.9695066058940777,0.9701467789748042,0.9681196071356934,0.9689594895530836
4,0.973260429363858,0.9734762694438917,0.9713552549356415,0.9687430244238232
5,0.9720814407074035,0.9724421375243998,0.9713151614580073,0.9705735151117358
6,0.9691692861181945,0.9710123671741019,0.9689746812368625,0.965535929373603
7,0.9716113361799239,0.9739743488946458,0.9702997489010279,0.9669638211165796
8,0.9732940918543747,0.9740484957557312,0.9712171763218719,0.9709672105510244
9,0.9705653758089035,0.9725509078202967,0.9716840304701443,0.9679571080146183
10,0.9710476138862822,0.973570075343215,0.9716815135434846,0.9676676168235292
11,0.970433312029048,0.9729555491928636,0.970848440248017,0.9701001081724088
12,0.9702988443512557,0.9709119586659058,0.9714569360958338,0.9654590103567542
13,0.9696901903249656,0.9715152747205492,0.9687376969641124,0.9665277901368463
14,0.9689341462114863,0.9709581496587183,0.9682567558126813,0.9659946157300274
15,0.9666409201995387,0.967279293499288,0.9649235040770184,0.9607528151844942
16,0.9712320166243943,0.9701631102568506,0.9695323449936899,0.9659416202883795
17,0.9731843116986072,0.9736224450002902,0.9729754458846801,0.9673214735203013
18,0.9710825091519537,0.9730446205674064,0.9699453520402496,0.9680999035512914
19,0.9708889905487659,0.9713089311965399,0.9705450002461371,0.9644647292255777
20,0.9718071678231367,0.9737710815393192,0.9697323900748387,0.9669120614454297
21,0.9698500740495075,0.9695780192602851,0.969176121929668,0.9652098373818906
22,0.9705096046376597,0.9713655924954859,0.9715678299772297,0.9649777678916012
23,0.9700338507959951,0.9728366025761916,0.9688992285014449,0.9687114543293383
24,0.9702376386082283,0.9730971141767333,0.9698568907520205,0.9687805091644494
25,0.9726355704346668,0.9728655272629861,0.9716676469760132,0.970725730692045
26,0.9694250808949666,0.9701440618583181,0.9670501483676066,0.9650486317183389
27,0.9702816049154881,0.9714144723290945,0.9719917969549962,0.96763341345582
28,0.9706844115568044,0.9735908524476318,0.9722744464430588,0.970221207755799
29,0.9695336763064806,0.9722438235609702,0.9718756555319592,0.9658449700250635
