,nested,non_nested,pre_optimized_hyprms,default_hyprms
0,0.9428882296558014,0.9452208571733842,0.9439852763016192,0.9439852763016192
1,0.9427876657097396,0.9450521069150428,0.9447878138372008,0.9447878138372008
2,0.9418560558425783,0.9435882963874073,0.9431585798775666,0.9431585798775666
3,0.9407107275797744,0.9438503794414443,0.9427087468224757,0.9427087468224757
4,0.9412977247152211,0.9447544085860686,0.9433125970044367,0.9433125970044367
5,0.9417568726682359,0.9438009953448567,0.9414245955233961,0.9414245955233961
6,0.9401281615798531,0.9443896551430704,0.943229720895913,0.943229720895913
7,0.9460292325064177,0.9439486881612468,0.9435082403011622,0.9435082403011622
8,0.9417942804133542,0.9443506114862239,0.9434722168037167,0.9434722168037167
9,0.9441151565175816,0.9450272608393424,0.9446675798390223,0.9446675798390223
10,0.9447643144688751,0.945409797767579,0.9440176743494126,0.9440176743494126
11,0.9442105213004991,0.9442663618615633,0.9432326346710581,0.9432326346710581
12,0.942401078093484,0.9445943826172261,0.9424848717784491,0.9424848717784491
13,0.9420511116604916,0.944268487054534,0.942078189494118,0.942078189494118
14,0.9412231160253969,0.9442957617224996,0.9421422298069797,0.9421422298069797
15,0.9440786051771418,0.9439747187139159,0.9426517410289279,0.9426517410289279
16,0.9441802446183628,0.9447309029886335,0.9441703569786655,0.9441703569786655
17,0.9432272443681153,0.9451135137953135,0.9446927501722479,0.9446927501722479
18,0.9413649108613995,0.9433200222384955,0.9403875865182643,0.9403875865182643
19,0.9419386344872807,0.9447924172645745,0.943030467812659,0.943030467812659
20,0.9443363644310908,0.9439592212641826,0.9427002207551878,0.9427002207551878
21,0.9414294252014639,0.9440169646249539,0.9419185428158037,0.9419185428158037
22,0.9421884511773674,0.9445420218018727,0.9420261777448101,0.9420261777448101
23,0.9455870628045161,0.9444563540634617,0.9440147126688515,0.9440147126688515
24,0.9418558544857351,0.9440709168121455,0.9424160778042392,0.9424160778042392
25,0.9438730371948343,0.9447872153708617,0.9430195812190522,0.9430195812190522
26,0.9387855201873045,0.9430659721381711,0.9400422373612463,0.9400422373612463
27,0.9411833246645933,0.9440271505315807,0.942713451737654,0.942713451737654
28,0.9448127569886288,0.9449987051833663,0.944423215958809,0.944423215958809
29,0.944107809644315,0.9445408676573043,0.9439862353510801,0.9439862353510801
