,nested,non_nested,pre_optimized_hyprms,default_hyprms
0,0.8578259759228781,0.8647382235203614,0.8595765426483716,0.8444341575381649
1,0.8653100240894124,0.8759324242261723,0.8668649909106043,0.8612382100077766
2,0.8640504765927112,0.8681409368194825,0.8664252968089908,0.8489730941738481
3,0.86198008321797,0.8673383722006951,0.8620094530133553,0.8533339527474333
4,0.8560966269236056,0.8660173310947834,0.863172918873373,0.8399414019945832
5,0.8653724682932606,0.8626258695540442,0.860184182119198,0.8531335422581477
6,0.8692235453964193,0.8749544997745806,0.8706624829329418,0.8650038985727917
7,0.8620823869286447,0.864737530432995,0.8620114833927188,0.8499101081397857
8,0.8677374229258915,0.8755097709955543,0.8612575763003645,0.8599860141254347
9,0.8665947584159313,0.8783041072182762,0.8759444205733748,0.8612522114200685
10,0.86432543849211,0.866252766064543,0.8678160665193482,0.8373673226520365
11,0.8601378404123915,0.8664832752257265,0.864583756692745,0.8563095985302778
12,0.8511899908547383,0.8660565717112534,0.8616219883695401,0.8483280812324931
13,0.8707473582023556,0.8739653340394793,0.8718623236590208,0.855178932113332
14,0.8624401125378353,0.8686889088004568,0.8624245346573013,0.849901095385302
15,0.862975839393396,0.8733860814718788,0.870474083630261,0.8549750125419133
16,0.8760967740955576,0.8785007432620037,0.8702791200744359,0.8687567720047733
17,0.8632190126748746,0.8679796403752965,0.8635427630366068,0.8536765700995197
18,0.8666667810173531,0.8727999477862545,0.8716993844057368,0.8668023127679472
19,0.8524979977282097,0.8663601692920886,0.8595427358717719,0.8452227617712421
20,0.8610485414997671,0.8703483921490415,0.8715531141654906,0.8532049040697253
21,0.8588188445252453,0.8668042200675643,0.8567466843887536,0.8637988029525732
22,0.8682354891248482,0.8764731589434737,0.8759250193645468,0.859016630186179
23,0.8767042372393712,0.877005031046124,0.8773826562934708,0.8646846812119342
24,0.8633009174451591,0.8665915923858574,0.8706788874554608,0.8612916990689375
25,0.8560824168867786,0.8667870674646005,0.8623966165045994,0.8482830768176837
26,0.8618433756629895,0.8703661802275757,0.8682956367130019,0.8477492703553301
27,0.8758373900766927,0.879646916854097,0.8772921935527304,0.8653237234762273
28,0.8617745906699337,0.8679442457826769,0.8627499732192437,0.8459039060378839
29,0.8818740972406115,0.8827030576640309,0.8818251560197274,0.8627365924431201
